nexo_id	name	definition	comment
8743	CC:  | BP: GPI anchor metabolic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways involving glycosylphosphatidylinositol anchors, molecular mechanisms for attaching membrane proteins to the lipid bilayer of cell membranes. Structurally they consist of a molecule of phosphatidylinositol to which is linked, via the C-6 hydroxyl of the inositol, a carbohydrate chain. This chain is in turn linked to the protein through an ethanolamine phosphate group, the amino group of which is in amide linkage with the C-terminal carboxyl of the protein chain, the phosphate group being esterified to the C-6 hydroxyl of the terminal mannose of the core carbohydrate chain. | MF_def:	robustness:2.50201994086102 density:0.088235294117647 bootstrap:0.182877 cc_score:0.0 bp_score:0.136981 mf_score:0.0885016
5318	CC:  | BP: AMP biosynthetic process | MF:adenosine kinase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of AMP, adenosine monophosphate. | MF_def:Catalysis of the reaction: ATP + adenosine = ADP + AMP.	robustness:0 density:0 bootstrap:0.69253875 cc_score:0.0 bp_score:0.2933 mf_score:0.446417
6853	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.86238698441633 density:0.111111111111111 bootstrap:0.262409868 cc_score:0.0 bp_score:0.0816956 mf_score:0.0665209
5673	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.89671248 cc_score:0.0 bp_score:0.0982116 mf_score:0.0
8438	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.582928416 cc_score:0.0 bp_score:0.0294105 mf_score:0.0
6296	CC:  | BP: maintenance of DNA repeat elements | MF:	CC_def:  | BP_def: Any process involved in sustaining the fidelity and copy number of DNA repeat elements. | MF_def:	robustness:3.5968569361977 density:0.138888888888889 bootstrap:0.743645256 cc_score:0.0 bp_score:0.110826 mf_score:0.0
8201	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.8465193336347 density:0.666666666666667 bootstrap:0.690226192 cc_score:0.0348534 bp_score:0.0 mf_score:0.0
7039	CC:  | BP: low-affinity iron ion transport | MF:copper ion transmembrane transporter activity	CC_def:  | BP_def: The directed, low-affinity movement of iron (Fe) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. In low affinity transport the transporter is able to bind the solute only if it is only present at very low concentrations. | MF_def:Catalysis of the transfer of copper (Cu) ions from one side of a membrane to the other.	robustness:2.52489612445649 density:0.666666666666667 bootstrap:0.58097838 cc_score:0.0 bp_score:0.319055 mf_score:0.243922
5847	CC:  | BP:  | MF:oligopeptide transporter activity	CC_def:  | BP_def:  | MF_def:Enables the directed movement of oligopeptides into, out of or within a cell, or between cells. Oligopeptides are molecules that contain a small number (2 to 20) of amino-acid residues connected by peptide linkages.	robustness:1.96409228848296 density:0.333333333333333 bootstrap:0.78109318 cc_score:0.0 bp_score:0.0638831 mf_score:0.104915
8537	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.32598768118884 density:0.666666666666667 bootstrap:0.493046364 cc_score:0.0 bp_score:0.0 mf_score:0.0
7567	CC:  | BP: L-methionine salvage from methylthioadenosine | MF:acireductone dioxygenase [iron(II)-requiring] activity	CC_def:  | BP_def: The generation of L-methionine (2-amino-4-(methylthio)butanoic acid) from methylthioadenosine. | MF_def:Catalysis of the reaction: 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one + O(2) = 4-methylthio-2-oxobutanoate + formate + H(+).	robustness:0 density:0 bootstrap:0.214940264 cc_score:0.0 bp_score:0.148752 mf_score:0.44232
7832	CC:  | BP: para-aminobenzoic acid biosynthetic process | MF:4-amino-4-deoxychorismate synthase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of para-aminobenzoic acid, an intermediate in the synthesis of folic acid, a compound which some organisms, e.g. prokaryotes, eukaryotic microbes, and plants, can synthesize de novo. Others, notably mammals, cannot. In yeast, it is present as a factor in the B complex of vitamins. | MF_def:Catalysis of the reaction: L-glutamine + chorismate = 4-amino-4-deoxychorismate + L-glutamate. It is composed of two enzymatic activities (which may be present on one or two polypeptides); the first is a glutaminase which yields ammonia from glutamine, releasing glutamate. The ammonia is used by the second activity which catalyzes the amination of chorismate to form 4-amino-4-deoxychorismate.	robustness:1.78973458786127 density:1 bootstrap:0.530761129 cc_score:0.0 bp_score:0.439076 mf_score:0.439749
5553	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.32474866006962 density:1 bootstrap:0.89551705 cc_score:0.0 bp_score:0.0 mf_score:0.0602559
8650	CC: condensed nuclear chromosome outer kinetochore | BP: establishment of meiotic sister chromatid cohesion | MF:	CC_def: The region of a condensed nuclear chromosome kinetochore most external to centromeric DNA; this outer region mediates kinetochore-microtubule interactions. | BP_def: The process in which the sister chromatids of a replicated chromosome become joined along the entire length of the chromosome during S phase during a meiotic cell cycle. | MF_def:	robustness:8.66788467166392 density:1 bootstrap:0.8299271 cc_score:0.294087 bp_score:0.299992 mf_score:0.0
5978	CC:  | BP: regulation of ion transmembrane transport | MF:potassium channel activity	CC_def:  | BP_def: Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other. | MF_def:Catalysis of facilitated diffusion of a potassium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	robustness:0 density:0 bootstrap:0.593838729 cc_score:0.0 bp_score:0.221125 mf_score:0.228149
7670	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.339126597 cc_score:0.0 bp_score:0.0 mf_score:0.0
8042	CC: nucleolar chromatin | BP: negative regulation of histone H3-K14 acetylation | MF:triplex DNA binding	CC_def: The portion of nuclear chromatin associated with the nucleolus; includes the DNA encoding the ribosomal RNA. | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of an acetyl group to histone H3 at position 14 of the histone. | MF_def:Interacting selectively and non-covalently with a DNA triple helix. The formation of triple helical DNA has been evoked in several cellular processes including transcription, replication, and recombination.	robustness:0 density:0 bootstrap:0.745424496 cc_score:0.21899 bp_score:0.294178 mf_score:0.292868
7395	CC:  | BP:  | MF:protein complex binding	CC_def:  | BP_def:  | MF_def:Interacting selectively and non-covalently with any protein complex (a complex of two or more proteins that may include other nonprotein molecules).	robustness:0 density:0 bootstrap:0.66562861 cc_score:0.0 bp_score:0.0 mf_score:0.108801
7565	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.43995429889609 density:0.333333333333333 bootstrap:0.419832913 cc_score:0.0 bp_score:0.0914578 mf_score:0.0
5710	CC:  | BP:  | MF:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-erythrose 4-phosphate + D-fructose 6-phosphate.	robustness:0 density:0 bootstrap:0.649526201 cc_score:0.0 bp_score:0.0560138 mf_score:0.197199
7806	CC:  | BP: negative regulation of nucleotide metabolic process | MF:	CC_def:  | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleotides. | MF_def:	robustness:1.87228888922628 density:0.266666666666667 bootstrap:0.206904763 cc_score:0.0538719 bp_score:0.215761 mf_score:0.0
8984	CC: tubulin complex | BP: nuclear migration involved in conjugation with cellular fusion | MF:	CC_def: A heterodimer of tubulins alpha and beta that constitutes the protomer for microtubule assembly. | BP_def: The net movement of nuclei towards one another as a prelude to karyogamy in organisms undergoing conjugation with cellular fusion. | MF_def:	robustness:1.59627738164508 density:0.166666666666667 bootstrap:0.599661227 cc_score:0.312424 bp_score:0.262508 mf_score:0.0
8205	CC:  | BP: negative regulation of protein complex assembly | MF:	CC_def:  | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of protein complex assembly. | MF_def:	robustness:1.82698636967887 density:1 bootstrap:0.55308574 cc_score:0.0 bp_score:0.117369 mf_score:0.0
8978	CC:  | BP: cysteine biosynthetic process | MF:cysteine biosynthetic process	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid. | MF_def:The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid.	robustness:7.07854048073189 density:0.320512820512821 bootstrap:0.479845994 cc_score:0.0 bp_score:0.30024 mf_score:0.294586
8453	CC:  | BP: protein autophosphorylation | MF:	CC_def:  | BP_def: The phosphorylation by a protein of one or more of its own amino acid residues, or residues on an identical protein. | MF_def:	robustness:0 density:0 bootstrap:0.207579668 cc_score:0.0 bp_score:0.105996 mf_score:0.0
8207	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.99107012128586 density:0.222222222222222 bootstrap:0.511923348 cc_score:0.0 bp_score:0.0635769 mf_score:0.0
7477	CC:  | BP: tRNA wobble position uridine thiolation | MF:URM1 activating enzyme activity	CC_def:  | BP_def: The process in which a uridine residue at position 34 in the anticodon of a tRNA is post-transcriptionally thiolated at the C2 position. This process involves transfer of a sulfur from cysteine to position C2 by several steps. | MF_def:Catalysis of the activation of the small ubiquitin-related modifier URM1, through the formation of an ATP-dependent high-energy thiolester bond.	robustness:14.2419492567818 density:0.933333333333333 bootstrap:0.83146691 cc_score:0.0 bp_score:0.310303 mf_score:0.139777
9390	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.51852378319194 density:0.0212121212121212 bootstrap:0.213612812 cc_score:0.0 bp_score:0.0315812 mf_score:0.0
7710	CC:  | BP: deoxyribonucleotide biosynthetic process | MF:oxidoreductase activity, acting on CH or CH2 groups	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of a deoxyribonucleotide, a compound consisting of deoxyribonucleoside (a base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar. | MF_def:Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.	robustness:7.51536735130139 density:0.363636363636364 bootstrap:0.64972096 cc_score:0.0 bp_score:0.198139 mf_score:0.270753
5312	CC:  | BP:  | MF:ethanolamine kinase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: ATP + ethanolamine = ADP + 2 H(+) + phosphoethanolamine.	robustness:0 density:0 bootstrap:0.839861594 cc_score:0.0 bp_score:0.0568931 mf_score:0.29183
8794	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.89587320841558 density:1 bootstrap:0.595580439 cc_score:0.0 bp_score:0.0209477 mf_score:0.0
8345	CC:  | BP: allantoin catabolic process | MF:urea carboxylase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of allantoin, (2,5-dioxo-4-imidazolidinyl)urea. | MF_def:Catalysis of the reaction: ATP + bicarbonate + urea = ADP + 2 H(+) + phosphate + urea-1-carboxylate.	robustness:2.31360467802695 density:0.5 bootstrap:0.354140893 cc_score:0.0 bp_score:0.186849 mf_score:0.199355
6102	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.74460535073469 density:0.333333333333333 bootstrap:0.61627346 cc_score:0.0 bp_score:0.0 mf_score:0.0
7130	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.95373615026929 density:0.333333333333333 bootstrap:0.772877901 cc_score:0.0 bp_score:0.0 mf_score:0.0
7679	CC:  | BP: rRNA (guanine-N7)-methylation | MF:rRNA (guanine-N7)-methylation	CC_def:  | BP_def: The addition of a methyl group to the N7 atom in the base portion of a guanine nucleotide residue in an rRNA molecule. | MF_def:The addition of a methyl group to the N7 atom in the base portion of a guanine nucleotide residue in an rRNA molecule.	robustness:0 density:0 bootstrap:0.638830392 cc_score:0.0 bp_score:0.438543 mf_score:0.4375
7349	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.68975532299973 density:0.666666666666667 bootstrap:0.260207965 cc_score:0.0 bp_score:0.0 mf_score:0.0
5272	CC: cellular bud scar | BP:  | MF:	CC_def: Crater-like ring of chitinous scar tissue located on the surface of the mother cell. It is formed after the newly emerged daughter cell separates thereby marking the site of cytokinesis and septation. The number of bud scars that accumulate on the surface of a cell is a useful determinant of replicative age. | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.77490129 cc_score:0.29667 bp_score:0.0 mf_score:0.0
9497	CC:  | BP: signal transduction involved in meiotic recombination checkpoint | MF:translation repressor activity, nucleic acid binding	CC_def:  | BP_def: A signal transduction process that contributes to a meiotic recombination checkpoint. | MF_def:Antagonizes the ribosome-mediated translation of mRNA into a polypeptide via direct binding to nucleic acid.	robustness:3.80605465383442 density:0.8 bootstrap:0.325685644 cc_score:0.0 bp_score:0.312564 mf_score:0.139482
7811	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.71014823999745 density:0.166666666666667 bootstrap:0.337077915 cc_score:0.0 bp_score:0.0925017 mf_score:0.0915817
6225	CC: telomerase holoenzyme complex | BP: G-quadruplex DNA formation | MF:telomeric DNA binding	CC_def: Telomerase is a ribonucleoprotein enzyme complex, with a minimal catalytic core composed of a catalytic reverse transcriptase subunit and an RNA subunit that provides the template for telomeric DNA addition. In vivo, the holoenzyme complex often contains additional subunits. | BP_def: A DNA metabolic process that results in the formation of G-quadruplex DNA structures, in which groups of four guanines adopt a flat, cyclic Hoogsteen hydrogen-bonding arrangement known as a guanine tetrad or G-quartet. The stacking of several layers of G-quartets forms G-quadruplexes, in which one or more DNA single strands are assembled in parallel and/or antiparallel, with interactions that can be either intra- or intermolecular in nature. | MF_def:Interacting selectively and non-covalently with a telomere, a specific structure at the end of a linear chromosome required for the integrity and maintenance of the end.	robustness:5.71755113743674 density:0.7 bootstrap:0.8725678 cc_score:0.400987 bp_score:0.212984 mf_score:0.187507
5072	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.60379386 cc_score:0.0 bp_score:0.0 mf_score:0.0
7504	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.70049838304409 density:0.4 bootstrap:0.728208013 cc_score:0.0 bp_score:0.0 mf_score:0.0
9499	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.93373181665814 density:0.178571428571429 bootstrap:0.199689082 cc_score:0.0 bp_score:0.01447 mf_score:0.0
9696	CC:  | BP: NLS-bearing substrate import into nucleus | MF:	CC_def:  | BP_def: The directed movement of a protein bearing a nuclear localization signal (NLS) from the cytoplasm into the nucleus, across the nuclear membrane. | MF_def:	robustness:6.0717554371634 density:0.571428571428571 bootstrap:0.464540531 cc_score:0.0 bp_score:0.192486 mf_score:0.0
5233	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.893063661 cc_score:0.0 bp_score:0.0448456 mf_score:0.0
9707	CC: ruffle membrane | BP: actin filament bundle assembly involved in actomyosin contractile ring formation | MF:calcium-dependent protein binding	CC_def: The portion of the plasma membrane surrounding a ruffle. | BP_def: A process of actin filament bundle formation that occurs in the context of assembling an actomyosin contractile ring during cytokinesis. | MF_def:Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in the presence of calcium.	robustness:3.59573835742006 density:1 bootstrap:0.714125178 cc_score:0.294736 bp_score:0.294041 mf_score:0.292291
8639	CC:  | BP: negative regulation of exit from mitosis | MF:	CC_def:  | BP_def: Any process involved in the inhibition of progression from anaphase/telophase (high mitotic CDK activity) to G1 (low mitotic CDK activity). | MF_def:	robustness:5.08492402385789 density:1 bootstrap:0.71405802 cc_score:0.0 bp_score:0.220414 mf_score:0.0
9326	CC:  | BP: cellular amide catabolic process | MF:nucleobase:cation symporter activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group. | MF_def:Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: nucleobase(out) + cation(out) = nucleobase(in) + cation(in).	robustness:3.60762815327833 density:0.6 bootstrap:0.284101293 cc_score:0.0 bp_score:0.134911 mf_score:0.124829
6449	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.84665156 cc_score:0.0 bp_score:0.0 mf_score:0.0
5266	CC:  | BP:  | MF:RNA lariat debranching enzyme activity	CC_def:  | BP_def:  | MF_def:Catalysis of the hydrolysis of branched RNA structures that contain vicinal 2'-5'- and 3'-5'-phosphodiester bonds at a branch point nucleotide.	robustness:2.35409380186311 density:1 bootstrap:0.91826784 cc_score:0.0 bp_score:0.0 mf_score:0.438715
8131	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.70054673273295 density:1 bootstrap:0.75636246 cc_score:0.0 bp_score:0.0 mf_score:0.0
5467	CC: nuclear telomere cap complex | BP: negative regulation of telomere maintenance | MF:single-stranded telomeric DNA binding	CC_def: A complex of DNA and protein located at the end of a linear chromosome in the nucleus that protects and stabilizes a linear chromosome. | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA. | MF_def:Interacting selectively and non-covalently with single-stranded telomere-associated DNA.	robustness:2.96004935284376 density:0.666666666666667 bootstrap:0.798492505 cc_score:0.153923 bp_score:0.273414 mf_score:0.193502
5588	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.78549819 cc_score:0.0 bp_score:0.0 mf_score:0.0420934
9000	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.75186495017131 density:0.0953846153846154 bootstrap:0.256436298 cc_score:0.0 bp_score:0.071086 mf_score:0.0325059
6214	CC:  | BP:  | MF:anion transmembrane transporter activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of a negatively charged ion from one side of a membrane to the other.	robustness:3.14428516334092 density:0.111111111111111 bootstrap:0.60880067 cc_score:0.0 bp_score:0.0 mf_score:0.114155
8512	CC:  | BP: barrier septum formation involved in cell cycle cytokinesis | MF:	CC_def:  | BP_def: A barrier septum formation process that occurs during, and contributes to, cytokinesis that occurs in the context of cell cycle progression. | MF_def:	robustness:0 density:0 bootstrap:0.706018479 cc_score:0.0 bp_score:0.221551 mf_score:0.0
5413	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.86013068 cc_score:0.0 bp_score:0.0 mf_score:0.0
6151	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.2932986754699 density:1 bootstrap:0.87145123 cc_score:0.0 bp_score:0.0 mf_score:0.0
5615	CC:  | BP: guanosine metabolic process | MF:chloride transport	CC_def:  | BP_def: The chemical reactions and pathways involving guanine, guanine riboside, a nucleoside with a wide species distribution. | MF_def:The directed movement of chloride into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	robustness:0 density:0 bootstrap:0.53071177 cc_score:0.0 bp_score:0.133006 mf_score:0.281758
6299	CC:  | BP: nucleoside diphosphate phosphorylation | MF:nucleoside diphosphate kinase activity	CC_def:  | BP_def: The process of introducing a phosphate group into a nucleoside diphosphate to produce a nucleoside triphosphate. | MF_def:Catalysis of the reaction: ATP + nucleoside diphosphate = ADP + nucleoside triphosphate.	robustness:0 density:0 bootstrap:0.78063336 cc_score:0.0 bp_score:0.441869 mf_score:0.439623
5116	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.88147823 cc_score:0.0 bp_score:0.0432863 mf_score:0.0964378
5610	CC:  | BP: regulation of glycogen biosynthetic process | MF:	CC_def:  | BP_def: Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glycogen. | MF_def:	robustness:0 density:0 bootstrap:0.80181738 cc_score:0.0 bp_score:0.221386 mf_score:0.0
6077	CC:  | BP: mitochondrial lysyl-tRNA aminoacylation | MF:	CC_def:  | BP_def: The process of coupling lysine to lysyl-tRNA in a mitochondrion, catalyzed by lysyl-tRNA synthetase. In tRNA aminoacylation, the amino acid is first activated by linkage to AMP and then transferred to either the 2'- or the 3'-hydroxyl group of the 3'-adenosine residue of the tRNA. | MF_def:	robustness:1.72061286184607 density:0.166666666666667 bootstrap:0.696715671 cc_score:0.0 bp_score:0.254331 mf_score:0.0
7699	CC:  | BP: L-serine catabolic process | MF:L-threonine ammonia-lyase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of L-serine, the L-enantiomer of serine, i.e. (2S)-2-amino-3-hydroxypropanoic acid. | MF_def:Catalysis of the reaction: L-threonine = 2-oxobutanoate + NH3.	robustness:0 density:0 bootstrap:0.410789334 cc_score:0.0 bp_score:0.316484 mf_score:0.235537
6451	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.64303021704676 density:0.166666666666667 bootstrap:0.635302187 cc_score:0.0 bp_score:0.0 mf_score:0.0
5884	CC:  | BP: alkaline phosphatase activity | MF:4-nitrophenylphosphatase activity	CC_def:  | BP_def: Catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum. | MF_def:Catalysis of the reaction: 4-nitrophenyl phosphate + H2O = 4-nitrophenol + phosphate.	robustness:0 density:0 bootstrap:0.84275112 cc_score:0.0 bp_score:0.291667 mf_score:0.437952
7968	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.63591421552998 density:0.666666666666667 bootstrap:0.633192095 cc_score:0.0 bp_score:0.0985561 mf_score:0.0
7464	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.83974694273013 density:0.0666666666666667 bootstrap:0.433497498 cc_score:0.0 bp_score:0.0113402 mf_score:0.0
7907	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.62198460025389 density:0.0380952380952381 bootstrap:0.293848843 cc_score:0.0 bp_score:0.0495076 mf_score:0.0497893
5091	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.71989217 cc_score:0.0 bp_score:0.0 mf_score:0.0
9766	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.01567494588175 density:0.00983969043670536 bootstrap:0.147438915 cc_score:0.0394389 bp_score:0.031476 mf_score:0.032167
9964	CC: Golgi apparatus part | BP: vesicle fusion | MF:	CC_def: Any constituent part of the Golgi apparatus, a compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. | BP_def: Fusion of the membrane of a transport vesicle with its target membrane. | MF_def:	robustness:12.0576419896782 density:0.0635544635544636 bootstrap:0.198274035 cc_score:0.128241 bp_score:0.142455 mf_score:0.0614244
8860	CC:  | BP: protein sumoylation | MF:	CC_def:  | BP_def: The process in which a SUMO protein (small ubiquitin-related modifier) is conjugated to a target protein via an isopeptide bond between the carboxyl terminus of SUMO with an epsilon-amino group of a lysine residue of the target protein. | MF_def:	robustness:2.03026591471881 density:0.107142857142857 bootstrap:0.409918524 cc_score:0.0 bp_score:0.295083 mf_score:0.0
8733	CC:  | BP:  | MF:calcium channel activity	CC_def:  | BP_def:  | MF_def:Catalysis of facilitated diffusion of a calcium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	robustness:1.06784696554283 density:0.133333333333333 bootstrap:0.15333105 cc_score:0.0 bp_score:0.0 mf_score:0.101579
9413	CC:  | BP: gluconeogenesis | MF:fructose-bisphosphate aldolase activity	CC_def:  | BP_def: The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol. | MF_def:Catalysis of the reaction: D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde-3-phosphate.	robustness:8.86517086374559 density:0.928571428571429 bootstrap:0.520503138 cc_score:0.0 bp_score:0.142294 mf_score:0.103345
9267	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.25534058833655 density:0.866666666666667 bootstrap:0.374193946 cc_score:0.0 bp_score:0.0605447 mf_score:0.0
8919	CC: Doa10p ubiquitin ligase complex | BP:  | MF:	CC_def: A multiprotein complex that recognizes and ubiquitinates membranes proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p. | BP_def:  | MF_def:	robustness:5.18903560061317 density:0.377777777777778 bootstrap:0.359330874 cc_score:0.199203 bp_score:0.0523381 mf_score:0.0
7877	CC:  | BP: cellular manganese ion homeostasis | MF:	CC_def:  | BP_def: Any process involved in the maintenance of an internal steady state of manganese ions at the level of a cell. | MF_def:	robustness:1.98917936281996 density:1 bootstrap:0.655646484 cc_score:0.0 bp_score:0.109692 mf_score:0.0
9293	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.78842036192736 density:0.466666666666667 bootstrap:0.428510677 cc_score:0.0 bp_score:0.0 mf_score:0.0
5538	CC:  | BP: tryptophanyl-tRNA aminoacylation | MF:tryptophan-tRNA ligase activity	CC_def:  | BP_def: The process of coupling tryptophan to tryptophanyl-tRNA, catalyzed by tryptophanyl-tRNA synthetase. In tRNA aminoacylation, the amino acid is first activated by linkage to AMP and then transferred to either the 2'- or the 3'-hydroxyl group of the 3'-adenosine residue of the tRNA. | MF_def:Catalysis of the reaction: ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl-tRNA(Trp).	robustness:0 density:0 bootstrap:0.74751074 cc_score:0.0 bp_score:0.282873 mf_score:0.292806
5632	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.09199701637097 density:0.666666666666667 bootstrap:0.871266613 cc_score:0.0 bp_score:0.0109423 mf_score:0.0
9606	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.38307728841122 density:0.169590643274854 bootstrap:0.289703627 cc_score:0.0 bp_score:0.0 mf_score:0.0352154
6832	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.82970857132218 density:0.666666666666667 bootstrap:0.68420627 cc_score:0.0 bp_score:0.0 mf_score:0.0
6342	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.48279189 cc_score:0.0 bp_score:0.0 mf_score:0.0
5849	CC:  | BP: negative regulation of glycogen metabolic process | MF:	CC_def:  | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving glycogen. | MF_def:	robustness:2.17876094735105 density:1 bootstrap:0.78657658 cc_score:0.0 bp_score:0.113572 mf_score:0.0
7997	CC:  | BP: anti-apoptosis | MF:	CC_def:  | BP_def: A process which directly inhibits any of the steps required for cell death by apoptosis. | MF_def:	robustness:2.27299963350827 density:1 bootstrap:0.856092275 cc_score:0.0 bp_score:0.219852 mf_score:0.0
8854	CC: rDNA heterochromatin | BP:  | MF:	CC_def: A region of heterochromatin located at the rDNA repeats in a chromosome. | BP_def:  | MF_def:	robustness:1.5913608503307 density:1 bootstrap:0.419622905 cc_score:0.226706 bp_score:0.0648317 mf_score:0.0
7977	CC:  | BP:  | MF:ubiquitin activating enzyme activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: a protein L-lysine + a ubiquitin + ATP = a protein-N-ubiquityl-lysine + AMP + diphosphate. This reaction is the activation of the C-terminal carboxyl group of ubiquitin by the formation of a high-energy thiolester bond in an ATP-dependent manner.	robustness:0 density:0 bootstrap:0.255199348 cc_score:0.0 bp_score:0.0 mf_score:0.272738
